meal_id,name,meal_type,vegan,lac_vegan,ovo_vegan,ovo_lac_vegan,pescetarian
2662,Frito Pie,breakfast,0,0,0,1,0
2663,Frito Pie,lunch,0,0,0,1,0
2664,Frito Pie,dinner,0,0,0,1,0
2665,Crabby Snacks,breakfast,0,0,0,1,0
2668,Dijon Croque Monsieur,breakfast,0,0,0,1,0
2669,Mortadella and Smoked Mozzarella Panini with Pistachio Pesto,breakfast,1,1,1,1,1
2670,Parmesan Garlic Bread,breakfast,0,1,0,1,0
2671,Shrimp Quesadilla,breakfast,0,0,0,1,0
2673,Roasted Red Pepper Hummus,breakfast,1,1,1,1,1
2674,Pecan Sticky Muffins,breakfast,0,0,0,1,0
2675,Pecan Sticky Muffins,snack,0,0,0,1,0
2676,Quesadillas Benedict,breakfast,0,0,0,1,0
2677,Lighter Deli Sandwiches,breakfast,0,0,0,1,0
2678,Bay-Scallop Po' Boy with Spicy Mayo,breakfast,0,0,0,0,0
2680,Lamb Sandwiches,breakfast,0,0,0,0,0
2681,Lamb Sandwiches,lunch,0,0,0,0,0
2682,Lamb Sandwiches,dinner,0,0,0,0,0
2683,Chickpea Salad,breakfast,0,0,0,0,0
2684,Chickpea Salad,lunch,0,0,0,0,0
2685,Maple Pecan Oatmeal,breakfast,0,1,0,1,0
2686,Tomato Basil Frittata,breakfast,0,0,0,1,0
2687,Grilled Cheese and Tomato on Rye,breakfast,0,0,0,1,0
2692,Homemade Pop Tarts,breakfast,0,0,0,1,0
2693,Homemade Pop Tarts,snack,0,0,0,1,0
2694,Barbecue Chicken Sandwiches,breakfast,0,0,0,0,0
2695,Barbecue Chicken Sandwiches,lunch,0,0,0,0,0
2696,Barbecue Chicken Sandwiches,dinner,0,0,0,0,0
2697,Pizza Grilled Cheese,breakfast,0,0,0,1,0
2698,Pizza Grilled Cheese,lunch,0,0,0,1,0
2699,Pizza Grilled Cheese,dinner,0,0,0,1,0
2700,Egg-and-Avocado Sandwich,breakfast,0,0,1,1,0
2701,Halibut Salad Sandwiches,breakfast,0,0,0,0,1
2702,Toasted Pumpkin Seeds,breakfast,1,1,1,1,1
2703,Honey Whole Wheat Bread,breakfast,1,1,1,1,1
2704,"Grilled Tomato, Smoked Turkey, and Muenster Sandwich",breakfast,0,0,0,1,0
2705,Banana Walnut Muffins,breakfast,0,0,0,1,0
2706,Banana Walnut Muffins,snack,0,0,0,1,0
2707,Gazpacho Shrimp Salad,breakfast,0,0,0,0,0
2708,Gazpacho Shrimp Salad,lunch,0,0,0,0,0
2712,Baked Pimiento Cheese,breakfast,0,1,0,1,0
2713,Poached Eggs With Smoked Trout and Potato Hash,breakfast,0,0,1,1,0
2714,Poached Eggs With Smoked Trout and Potato Hash,lunch,0,0,1,1,0
2715,Poached Eggs With Smoked Trout and Potato Hash,dinner,0,0,1,1,0
2716,Mexican Egg & Tortilla Breakfast Skillet (Migas),breakfast,0,0,1,1,0
2719,Cheesy Quesadillas,breakfast,0,0,0,1,0
2720,Cheesy Quesadillas,lunch,0,0,0,1,0
2721,Cheesy Quesadillas,dinner,0,0,0,1,0
2724,Baked Coconut French Toast with Tropical Fruit Compote,breakfast,0,0,0,1,0
2725,"Kicked Up Breakfast Nachos with Fluffy Eggs, Avocado Cream & Roasted Peppers",breakfast,0,0,0,1,0
2726,Steak and Avocado Breakfast Burritos,breakfast,0,0,0,1,0
2727,Chicago Hot Dog,breakfast,0,0,0,0,0
2728,Mini Grilled- Cheese Hearts,breakfast,0,1,0,1,0
2737,Chicken Caprese Focaccia Panini,breakfast,0,0,0,0,0
2738,Mexican Egg Rolls,breakfast,0,0,0,1,0
2744,Picadillo,breakfast,0,0,0,0,0
2745,Picadillo,lunch,0,0,0,0,0
2746,Picadillo,dinner,0,0,0,0,0
2747,Italian Combo Sandwich,breakfast,0,0,0,1,0
2748,Mango Salsa,breakfast,0,0,0,0,1
2749,Breakfast Egg Salad,breakfast,0,0,0,0,0
2750,Easy Pizza Dough,breakfast,1,1,1,1,1
2751,Easy Pizza Dough,lunch,1,1,1,1,1
2752,Easy Pizza Dough,dinner,1,1,1,1,1
2756,Chicken and Roasted Pepper Sandwiches with Cilantro Almond Relish,breakfast,0,0,0,1,0
2757,Bistro Beet Burgers,breakfast,0,1,0,1,0
2758,Out-of-This-World Pizza with Goat Cheese and Fig Tapenade,breakfast,0,0,0,1,0
2759,Out-of-This-World Pizza with Goat Cheese and Fig Tapenade,lunch,0,0,0,1,0
2760,Out-of-This-World Pizza with Goat Cheese and Fig Tapenade,dinner,0,0,0,1,0
2761,Potato Chip Cookies,breakfast,0,0,0,1,0
2762,Potato Chip Cookies,snack,0,0,0,1,0
2763,McKagen's Beef Jerky,breakfast,1,1,1,1,1
2764,Wild Mushroom Soup,breakfast,0,0,0,1,0
2765,Wild Mushroom Soup,snack,0,0,0,1,0
2766,Toffee,breakfast,0,1,0,1,0
2767,Toffee,snack,0,1,0,1,0
2768,Macaroni Salad,breakfast,0,0,0,1,0
2769,Macaroni Salad,lunch,0,0,0,1,0
2770,Macaroni Salad,dinner,0,0,0,1,0
2771,Orange-Pecan French Toast Casserole,breakfast,0,0,0,1,0
2775,Mediterranean Pizza,breakfast,0,0,0,1,0
2776,Mediterranean Pizza,lunch,0,0,0,1,0
2777,Mediterranean Pizza,dinner,0,0,0,1,0
2778,Cumin Turkey Burgers,breakfast,0,0,0,0,0
2779,Cumin Turkey Burgers,lunch,0,0,0,0,0
2780,Cumin Turkey Burgers,dinner,0,0,0,0,0
2784,Potato Pancake,breakfast,1,1,1,1,1
2785,Potato Pancake,dinner,1,1,1,1,1
2786,Blackberry Smoothies,breakfast,0,1,0,1,0
2787,Blackberry Smoothies,snack,0,1,0,1,0
2789,Sweet Onion Pie,breakfast,0,0,0,1,0
2790,Chili - Huu0308hnchen - Chilaquiles,breakfast,1,1,1,1,1
2791,Chili - Huu0308hnchen - Chilaquiles,lunch,1,1,1,1,1
2792,Chili - Huu0308hnchen - Chilaquiles,dinner,1,1,1,1,1
2793,Peanut Butter Sesame Breakfast Bars,breakfast,0,0,0,1,0
2794,Waffles Benedict,breakfast,0,0,0,1,0
2795,Tomato Soup with Bacon Grilled Cheese,breakfast,0,0,0,1,0
2796,Tomato Soup with Bacon Grilled Cheese,snack,0,0,0,1,0
2797,Open-faced Asian Turkey Burgers,breakfast,0,0,0,0,0
2798,Open-faced Asian Turkey Burgers,lunch,0,0,0,0,0
2799,Open-faced Asian Turkey Burgers,dinner,0,0,0,0,0
2802,Pulled Pork Sandwiches,breakfast,0,0,0,0,0
2803,Pulled Pork Sandwiches,lunch,0,0,0,0,0
2804,Pulled Pork Sandwiches,dinner,0,0,0,0,0
2805,Potato Galette,breakfast,0,0,0,0,1
2806,Potato Galette,dinner,0,0,0,0,1
2807,Homemade Glazed Doughnuts,breakfast,1,1,1,1,1
2810,Mom's Banana Bread,breakfast,0,0,0,1,0
2811,Rumaki,breakfast,0,0,0,0,0
2812,Lumberjack Hash,breakfast,0,0,0,1,0
2813,Grown-Up Grilled Cheese Sandwich,breakfast,0,1,0,1,0
2815,McKerr Muffins,breakfast,0,0,0,1,0
2816,Spicy Chipotle Chicken Breakfast Chilaquiles,breakfast,0,0,0,1,0
2818,Eggs Pipu00e9rade,breakfast,0,0,1,1,0
2819,Pork Tenderloin Sandwiches,breakfast,0,0,0,0,0
2820,Pork Tenderloin Sandwiches,lunch,0,0,0,0,0
2821,Pork Tenderloin Sandwiches,dinner,0,0,0,0,0
2823,Sloppy Joe Sliders,breakfast,0,0,0,0,0
2824,Sloppy Joe Sliders,lunch,0,0,0,0,0
2825,Sloppy Joe Sliders,dinner,0,0,0,0,0
2826,Deluxe Omelet Biscuits,breakfast,0,0,0,1,0
2827,Basic Buckwheat Cru00eapes,breakfast,0,0,0,1,0
2828,Egg-In-A-Hole Lemon Ricotta Toasts,breakfast,0,0,1,1,0
2829,Gyros,breakfast,0,0,0,1,0
2830,Gyros,lunch,0,0,0,1,0
2831,Gyros,dinner,0,0,0,1,0
2832,Classic Italian Panini with Prosciutto and Fresh Mozzarella,breakfast,0,1,0,1,0
2833,Fried Egg Sandwich with Bacon and Blue Cheese [Egg Sandwich Lyonnaise],breakfast,0,0,0,1,0
2846,"Mini Bacon, Tomato, and Basil Sandwiches",breakfast,0,0,0,1,0
2853,Spaghetti Alla Carbonara,breakfast,0,0,0,1,0
2854,Spaghetti Alla Carbonara,lunch,0,0,0,1,0
2855,Spaghetti Alla Carbonara,dinner,0,0,0,1,0
2856,Peanut Butter Cookie Dough Dip,breakfast,0,0,0,1,0
2857,Peanut Butter Cookie Dough Dip,snack,0,0,0,1,0
2863,Southwestern Turkey Soup,breakfast,0,0,0,0,0
2864,Southwestern Turkey Soup,lunch,0,0,0,0,0
2865,Southwestern Turkey Soup,snack,0,0,0,0,0
2866,Southwestern Turkey Soup,dinner,0,0,0,0,0
2867,Breakfast Quesadilla,breakfast,0,0,0,1,0
2868,Bacon Pimiento Cheese,breakfast,0,0,0,1,0
2869,Southwestern Turkey Pitas,breakfast,0,0,0,0,0
2870,Lighter Granola,breakfast,1,1,1,1,1
2871,Edamame Succotash,breakfast,0,0,0,1,0
2872,Edamame Succotash,dinner,0,0,0,1,0
2873,"Red Pepper, Goat Cheese, and Fresh Mint Wraps",breakfast,0,0,0,1,0
2874,Ratatouille Breakfast Skillet Strata,breakfast,0,0,0,1,0
2875,Crawfish Pistolettes,breakfast,0,0,0,1,1
2876,Fall Frittata,breakfast,0,0,0,1,0
2877,Chocolate Croissant Pudding,breakfast,0,0,0,1,0
2878,Chocolate Croissant Pudding,snack,0,0,0,1,0
2879,Le French Tuna Salad Sandwich,breakfast,0,0,0,0,1
2880,Cream of Asparagus Soup,breakfast,0,0,0,1,0
2881,Cream of Asparagus Soup,snack,0,0,0,1,0
2882,Thailau0308ndischer Schweinehackfleischsalat,breakfast,1,1,1,1,1
2883,Thailau0308ndischer Schweinehackfleischsalat,lunch,1,1,1,1,1
2884,Pizza Meatloaf,breakfast,0,0,0,1,0
2885,Pizza Meatloaf,lunch,0,0,0,1,0
2886,Pizza Meatloaf,dinner,0,0,0,1,0
2888,Roasted Chickpea and Kale Salad With Sun-Dried Tomato Vinaigrette,breakfast,1,1,1,1,1
2889,Roasted Chickpea and Kale Salad With Sun-Dried Tomato Vinaigrette,lunch,1,1,1,1,1
2890,Banana Cake,breakfast,0,0,1,1,0
2891,Banana Cake,snack,0,0,1,1,0
2892,Crab Cake Sandwiches,breakfast,0,0,0,1,0
2893,College Chicken Casserole,breakfast,0,0,0,1,0
2894,College Chicken Casserole,lunch,0,0,0,1,0
2895,College Chicken Casserole,dinner,0,0,0,1,0
2896,New Mexico Green Chile Breakfast Burritos,breakfast,0,0,0,1,0
2897,New Mexico Green Chile Breakfast Burritos,lunch,0,0,0,1,0
2898,New Mexico Green Chile Breakfast Burritos,dinner,0,0,0,1,0
2903,Maple Butter,breakfast,0,1,0,1,0
2904,"Mixed Greens with Crispy Bacon, Goat Cheese, and Fried Egg",breakfast,0,0,0,1,0
2905,"Mixed Greens with Crispy Bacon, Goat Cheese, and Fried Egg",lunch,0,0,0,1,0
2906,Maple Granola,breakfast,1,1,1,1,1
2907,Bacon-and-Egg Rice,breakfast,0,0,0,0,0
2908,Bacon-and-Egg Rice,lunch,0,0,0,0,0
2909,Bacon-and-Egg Rice,dinner,0,0,0,0,0
2910,Croque Monsieur & Croque Madame,breakfast,0,0,0,1,0
2911,Thanksgiving Leftover Grilled Cheese,breakfast,0,0,0,1,0
2912,Thanksgiving Leftover Grilled Cheese,lunch,0,0,0,1,0
2913,Thanksgiving Leftover Grilled Cheese,dinner,0,0,0,1,0
2915,S'mores Cookies,breakfast,0,0,0,0,0
2916,S'mores Cookies,snack,0,0,0,0,0
2920,French Beignets,breakfast,0,0,0,1,0
2921,French Beignets,snack,0,0,0,1,0
2922,Breakfast Enchiladas,breakfast,0,0,0,1,0
2923,Breakfast Enchiladas,lunch,0,0,0,1,0
2924,Breakfast Enchiladas,dinner,0,0,0,1,0
2930,Simple Sloppy Joes,breakfast,1,1,1,1,1
2931,Simple Sloppy Joes,lunch,1,1,1,1,1
2932,Simple Sloppy Joes,dinner,1,1,1,1,1
2933,Crepes With Raspberry-Cassis Sauce,breakfast,0,0,0,1,0
2934,Inside Out Nachos,breakfast,0,0,0,1,0
2935,Kentucky Hot Brown Tart,breakfast,0,0,0,1,0
2936,Kentucky Hot Brown Tart,lunch,0,0,0,1,0
2937,Kentucky Hot Brown Tart,dinner,0,0,0,1,0
2938,Homemade Graham Crackers,breakfast,0,0,0,1,0
2939,Rosemary-Chicken Panini with Spinach and Sun-Dried Tomatoes,breakfast,0,0,0,1,0
2940,Rosemary-Chicken Panini with Spinach and Sun-Dried Tomatoes,lunch,0,0,0,1,0
2941,Rosemary-Chicken Panini with Spinach and Sun-Dried Tomatoes,dinner,0,0,0,1,0
2942,Zucchini Cakes,breakfast,0,0,1,1,0
2943,Zucchini Cakes,dinner,0,0,1,1,0
2944,Peas and Carrot Ribbons,breakfast,0,0,0,1,0
2945,Peas and Carrot Ribbons,dinner,0,0,0,1,0
2946,Turkey Reuben Sandwiches,breakfast,0,0,0,1,0
2947,Monday Morning Breakfast,breakfast,0,0,0,0,0
2952,Reuben Quesadillas,breakfast,0,0,0,1,0
2953,Reuben Quesadillas,lunch,0,0,0,1,0
2954,Reuben Quesadillas,dinner,0,0,0,1,0
2955,English Muffin Strata with Ham and Cheese,breakfast,0,0,0,1,0
2956,Fluffy Omelet with Asparagus,breakfast,0,0,0,1,0
2957,Taco Filling,breakfast,0,0,0,0,0
2958,Taco Filling,lunch,0,0,0,0,0
2959,Taco Filling,dinner,0,0,0,0,0
2961,Glazed Lemon Muffins,breakfast,0,0,0,1,0
2962,Bacon-and-Leek Tart,breakfast,0,0,0,1,0
2963,Bacon-and-Leek Tart,lunch,0,0,0,1,0
2964,Bacon-and-Leek Tart,dinner,0,0,0,1,0
2965,Sweet Cru00eapes,breakfast,0,0,0,1,0
2966,Sweet Cru00eapes,snack,0,0,0,1,0
2971,Jelly Doughnut Pancakes,breakfast,1,1,1,1,1
2973,Lobster Grilled Cheese,breakfast,0,0,0,1,0
2974,Lobster Grilled Cheese,lunch,0,0,0,1,0
2975,Lobster Grilled Cheese,dinner,0,0,0,1,0
2976,Tomato Basil Tart,breakfast,0,0,0,1,0
2977,Tomato Basil Tart,lunch,0,0,0,1,0
2978,Tomato Basil Tart,dinner,0,0,0,1,0
2979,Taco Soup,breakfast,0,0,0,1,0
2980,Taco Soup,lunch,0,0,0,1,0
2981,Taco Soup,snack,0,0,0,1,0
2982,Taco Soup,dinner,0,0,0,1,0
2983,Texas Toast Tomato Sandwiches,breakfast,0,1,0,1,0
2984,Highlands Baked Grits,breakfast,0,0,0,1,0
2985,Highlands Baked Grits,lunch,0,0,0,1,0
2986,Highlands Baked Grits,dinner,0,0,0,1,0
2987,Grilled Pizza Margherita,breakfast,0,1,0,1,0
2988,Herbed Turkey Burgers,breakfast,0,0,0,0,0
2989,Herbed Turkey Burgers,lunch,0,0,0,0,0
2990,Herbed Turkey Burgers,dinner,0,0,0,0,0
2991,Zweierlei Panini,breakfast,1,1,1,1,1
2992,Chewy Oat and Fruit Granola Bars,breakfast,0,1,0,1,0
2993,Balsamic-Glazed Chicken and Bell Pepper Sandwiches,breakfast,0,0,0,1,0
2994,Balsamic-Glazed Chicken and Bell Pepper Sandwiches,lunch,0,0,0,1,0
2995,Balsamic-Glazed Chicken and Bell Pepper Sandwiches,dinner,0,0,0,1,0
2997,Grilled Turkey Meatball Subs,breakfast,0,0,0,1,0
2998,Grilled Turkey Meatball Subs,lunch,0,0,0,1,0
2999,Grilled Turkey Meatball Subs,dinner,0,0,0,1,0
3000,Chicken Chili,breakfast,0,0,0,0,0
3001,Chicken Chili,lunch,0,0,0,0,0
3002,Chicken Chili,dinner,0,0,0,0,0
3003,Daxis italienische Gemuu0308se - Antipasti,breakfast,0,0,0,0,0
3004,Daxis italienische Gemuu0308se - Antipasti,lunch,0,0,0,0,0
3005,Tiny Roquefort Popovers,breakfast,0,0,0,1,0
3006,Italian-Style Meatloaf,breakfast,0,0,1,1,0
3007,Italian-Style Meatloaf,lunch,0,0,1,1,0
3008,Italian-Style Meatloaf,dinner,0,0,1,1,0
3009,Croissant Steak Sandwiches with Caramelized Onions and Horseradish Mayonnaise,breakfast,0,0,0,1,0
3011,Pumpkin Roll,breakfast,0,0,0,1,0
3012,Pumpkin Roll,snack,0,0,0,1,0
3018,Chicken Nachos,breakfast,0,0,0,1,0
3021,Mom's Macaroni Salad,breakfast,1,1,1,1,1
3022,Mom's Macaroni Salad,lunch,1,1,1,1,1
3023,Mom's Macaroni Salad,dinner,1,1,1,1,1
3024,Hawaiian Banana Nut Bread,breakfast,0,0,1,1,0
3025,Cinnamon Sugared Almonds,breakfast,1,1,1,1,1
3026,Classic Pb&j Sandwich,breakfast,1,1,1,1,1
3027,Grilled Asian Flank Steak,breakfast,0,0,0,0,1
3028,Grilled Asian Flank Steak,lunch,0,0,0,0,1
3029,Grilled Asian Flank Steak,dinner,0,0,0,0,1
3032,Mexican Crunch Wrap,breakfast,0,0,0,1,0
3037,Raisin Bran Muffins,breakfast,0,0,0,1,0
3038,Apple Pizza,breakfast,0,0,0,1,0
3039,Apple Pizza,snack,0,0,0,1,0
3040,Green Chili Eggs,breakfast,0,0,0,1,0
3044,Croque Monsieur,breakfast,0,0,0,1,0
3045,Spicy Sesame-Nut Mix,breakfast,0,0,1,1,0
3049,Baked Ricotta,breakfast,0,1,0,1,0
3050,Southern Fried Chicken Biscuit Sandwiches,breakfast,0,0,0,1,0
3051,Spicy Black Bean Burritos,breakfast,0,1,0,1,0
3052,Spicy Black Bean Burritos,lunch,0,1,0,1,0
3053,Spicy Black Bean Burritos,dinner,0,1,0,1,0
3054,Country-Fried Steak in Paradise,breakfast,0,0,0,1,0
3055,Country-Fried Steak in Paradise,lunch,0,0,0,1,0
3056,Country-Fried Steak in Paradise,dinner,0,0,0,1,0
3057,Steak and Eggs Rancheros,breakfast,0,0,0,1,0
3058,Steak and Eggs Rancheros,lunch,0,0,0,1,0
3059,Steak and Eggs Rancheros,dinner,0,0,0,1,0
3060,Hamburger Soup,breakfast,0,0,0,0,1
3061,Hamburger Soup,snack,0,0,0,0,1
3062,"Smoked Provolone Panini With Tomato, Avocado And Basil",breakfast,1,1,1,1,1
3063,Black Bean Cakes,breakfast,0,1,0,1,0
3064,Black Bean Cakes,lunch,0,1,0,1,0
3065,Black Bean Cakes,dinner,0,1,0,1,0
3066,Easy Money Breakfast Burritos,breakfast,0,0,0,1,0
3067,Salmon Salad,breakfast,0,0,0,1,0
3068,Salmon Salad,lunch,0,0,0,1,0
3069,Bananas Fosters Topped Overnight French Toast,breakfast,0,0,0,1,0
3070,Popcorn Balls,breakfast,0,1,0,1,0
3071,Popcorn Balls,snack,0,1,0,1,0
3072,Sweet Potato Chilaquiles with Griddled Salsa Roja,breakfast,0,0,0,1,0
3073,"Brunch Flatbread with Eggs, Bacon, and Frisu00e9e",breakfast,0,0,0,1,0
3074,The Italian Eye Opener Breakfast Sandwich,breakfast,0,0,0,1,0
3075,Sesame Toasts with Poached Eggs and Avocado,breakfast,0,0,1,1,0
3076,Anda Bhurji (Spicy Indian Scrambled Eggs),breakfast,0,0,0,1,0
3077,Goat Cheese-Pecan Finger Sandwiches,breakfast,0,0,0,1,0
3078,Reuben Dogs,breakfast,0,1,0,1,0
3079,Reuben Dogs,lunch,0,1,0,1,0
3080,Reuben Dogs,dinner,0,1,0,1,0
3081,Black Bean Quesadillas,breakfast,0,1,0,1,0
3083,Roasted Peach and Shrimp Salad,breakfast,0,0,0,1,0
3084,Roasted Peach and Shrimp Salad,lunch,0,0,0,1,0
3085,"Eggplant, Prosciutto, & Pesto Pressed Picnic Sandwiches",breakfast,0,0,0,1,0
3086,Grits,breakfast,0,1,0,1,0
3087,Grits,dinner,0,1,0,1,0
3090,Salmon Skin Fritters,breakfast,0,0,0,0,1
3091,Grilled Eggplant Parmigiana Heros,breakfast,0,0,1,1,0
3092,Spiced Boca Nuts,breakfast,0,0,1,1,0
3093,Chilled Watermelon Soup,breakfast,1,1,1,1,1
3094,Chilled Watermelon Soup,snack,1,1,1,1,1
3095,Margherita Piadine,breakfast,0,1,0,1,0
3096,Margherita Piadine,lunch,0,1,0,1,0
3097,Margherita Piadine,dinner,0,1,0,1,0
3098,Chicken Pesto Panini,breakfast,0,0,0,1,0
3101,Reuben Sandwich,lunch,0,0,0,1,0
3102,Reuben Sandwich,dinner,0,0,0,1,0
3103,Fried Green Tomato Pimento Cheese Tart,breakfast,0,0,0,1,0
3104,Cantaloupe Soup with Prosciutto-Mozzarella Sandwiches,breakfast,1,1,1,1,1
3105,Cantaloupe Soup with Prosciutto-Mozzarella Sandwiches,snack,1,1,1,1,1
3106,Spicy Refried Bean And Cheese Quesadillas,breakfast,1,1,1,1,1
3107,Fresh Fruit Salad with Nutmeg-Cinnamon Syrup,breakfast,1,1,1,1,1
3108,Fresh Fruit Salad with Nutmeg-Cinnamon Syrup,lunch,1,1,1,1,1
3109,Spiced Pulled Pork Sandwiches,breakfast,0,0,0,0,0
3110,Spiced Pulled Pork Sandwiches,lunch,0,0,0,0,0
3111,Spiced Pulled Pork Sandwiches,dinner,0,0,0,0,0
3112,Italian Bread Salad,breakfast,1,1,1,1,1
3113,Italian Bread Salad,lunch,1,1,1,1,1
3114,Italian Bread Salad,dinner,1,1,1,1,1
3115,Slow Cooker Cheesesteak Sandwiches,breakfast,0,0,0,0,0
3119,Fish Cakes,breakfast,0,0,0,0,0
3123,Candied Apples,breakfast,1,1,1,1,1
3124,Candied Apples,snack,1,1,1,1,1
3125,The Single Pancake,breakfast,0,1,0,1,0
3127,Marc Murphy's Sloppy Dogs,breakfast,0,0,0,0,0
3128,Marc Murphy's Sloppy Dogs,lunch,0,0,0,0,0
3129,Marc Murphy's Sloppy Dogs,dinner,0,0,0,0,0
3130,Pasta-Kou0308rbchen mit Straciatella-Sahne,breakfast,1,1,1,1,1
3131,Marinated Olives,breakfast,1,1,1,1,1
3134,Chopped Apple Salad,breakfast,0,1,0,1,0
3135,Chopped Apple Salad,lunch,0,1,0,1,0
3136,Easy Mini Muffulettas,breakfast,0,0,0,1,0
3139,Roast Beef-and-Blue Cheese Sandwich,breakfast,0,0,0,1,0
3140,Emeril's Kicked-Up Tuna Melts,breakfast,0,0,0,0,1
3142,Pizza Frittata,breakfast,0,0,0,1,0
3143,Herbed Potato Chips,breakfast,1,1,1,1,1
3145,Turkey and Guacamole Quesadillas,breakfast,0,0,0,1,0
3146,Hatfield's Croque Madame Sandwich,breakfast,0,0,0,1,0
3147,Deviled Ham and Pecan Tea Sandwiches,breakfast,0,0,0,0,0
3148,Tofu Bites,breakfast,1,1,1,1,1
3149,Nopalitos con Huevos (Cactus with Eggs),breakfast,0,0,0,1,0
3150,Banana & Peanut Butter Baked French Toast,breakfast,0,0,0,1,0
3151,Savoury Oats Pancake,breakfast,1,1,1,1,1
3152,Egg Casserole,breakfast,0,0,0,1,0
3153,Egg Casserole,lunch,0,0,0,1,0
3154,Egg Casserole,dinner,0,0,0,1,0
3166,Asparagus Sausage Crepes,breakfast,0,0,0,1,0
3167,Asparagus Sausage Crepes,lunch,0,0,0,1,0
3168,Asparagus Sausage Crepes,dinner,0,0,0,1,0
3169,Scrambled Eggs with Smoked Salmon and Chives,breakfast,0,0,0,1,0
3170,Smashed White Bean and Avocado Club,breakfast,0,0,0,0,1
3176,Southwest Turkey Burgers,breakfast,0,0,0,1,0
3177,Southwest Turkey Burgers,lunch,0,0,0,1,0
3178,Southwest Turkey Burgers,dinner,0,0,0,1,0
3181,Cranberry-Almond Granola,breakfast,1,1,1,1,1
3183,Vanilla-Scented Granola,breakfast,1,1,1,1,1
3184,Keto Italian Omelet,breakfast,1,1,1,1,1
3188,Italian Tuna Panini,breakfast,0,0,0,0,1
3189,Overnight Honey-Almond Multigrain Cereal,breakfast,0,0,0,0,1
3190,Nudel-Salat mit Ananas-Currysou00dfe,breakfast,1,1,1,1,1
3191,Nudel-Salat mit Ananas-Currysou00dfe,lunch,1,1,1,1,1
3192,Salmon Burgers,breakfast,0,0,0,0,0
3193,Salmon Burgers,lunch,0,0,0,0,0
3194,Salmon Burgers,dinner,0,0,0,0,0
3195,Molasses-Almond Granola,breakfast,1,1,1,1,1
3196,French Toast Souffleu0301,breakfast,0,0,0,1,0
3197,Glazed Nuts,breakfast,0,0,1,1,0
3198,Glazed Nuts,snack,0,0,1,1,0
3199,Walnut Coffee Cake,breakfast,0,0,0,1,0
3202,Mexican Fire Rice,breakfast,0,0,0,1,0
3203,Baked Tortilla Chips,breakfast,1,1,1,1,1
3205,Meatball Grinders with a Yummy Sauce,breakfast,0,1,0,1,0
3206,Meatball Grinders with a Yummy Sauce,lunch,0,1,0,1,0
3207,Meatball Grinders with a Yummy Sauce,dinner,0,1,0,1,0
3208,Beignets,breakfast,0,0,0,1,0
3210,Versatile Cru00eapes,breakfast,0,0,0,1,0
3211,BLT,breakfast,0,0,0,0,0
3212,Tuna Pasta Salad,breakfast,0,0,0,0,1
3213,Tuna Pasta Salad,lunch,0,0,0,0,1
3214,Banana-Date Flaxseed Bread,breakfast,0,0,1,1,0
3217,Patty Melt,breakfast,0,1,0,1,0
3218,Patty Melt,lunch,0,1,0,1,0
3219,Patty Melt,dinner,0,1,0,1,0
3223,Risotto Cakes,breakfast,0,1,0,1,0
3224,Risotto Cakes,dinner,0,1,0,1,0
3225,Shrimp Po' Boys,breakfast,0,0,0,1,0
3229,Grilled Pimiento Cheese Sandwiches,breakfast,0,1,0,1,0
3230,Revueltos (Creamy Spanish-Style Scrambled Eggs),breakfast,0,0,1,1,0
3231,Baked Ravioli,breakfast,0,1,0,1,0
3232,Baked Ravioli,lunch,0,1,0,1,0
3233,Baked Ravioli,dinner,0,1,0,1,0
3234,Ham-and-Oyster Po' Boy,breakfast,0,0,0,0,0
3235,Ham-and-Oyster Po' Boy,lunch,0,0,0,0,0
3236,Ham-and-Oyster Po' Boy,dinner,0,0,0,0,0
3239,Asian Chicken Salad,dinner,0,0,0,0,0
3240,Huevos con Chorizo - Mexican Breakfast Tacos,breakfast,0,0,0,1,0
3241,Curry Chicken Salad,breakfast,0,0,0,0,0
3242,Curry Chicken Salad,lunch,0,0,0,0,0
3243,Madeleines,breakfast,0,0,0,1,0
3244,Madeleines,snack,0,0,0,1,0
3246,Grisous leichte Tarte au0300 la moutarde,breakfast,1,1,1,1,1
3247,Grisous leichte Tarte au0300 la moutarde,lunch,1,1,1,1,1
3248,Grisous leichte Tarte au0300 la moutarde,snack,1,1,1,1,1
3249,Grisous leichte Tarte au0300 la moutarde,dinner,1,1,1,1,1
3252,BST Sandwiches,breakfast,0,0,0,0,0
3254,Carrot Raisin Salad,breakfast,1,1,1,1,1
3255,Carrot Raisin Salad,lunch,1,1,1,1,1
3256,Carrot Raisin Salad,dinner,1,1,1,1,1
3257,Asian Chicken Quesadillas,breakfast,0,0,0,1,0
3258,Asian Chicken Quesadillas,lunch,0,0,0,1,0
3259,Asian Chicken Quesadillas,dinner,0,0,0,1,0
3260,Fish Shack Sandwiches,breakfast,1,1,1,1,1
3261,Fish Shack Sandwiches,lunch,1,1,1,1,1
3262,Fish Shack Sandwiches,dinner,1,1,1,1,1
3263,Big Bob's Big Brunch Quesadillas,breakfast,0,0,0,1,0
3264,Grilled Eggplant Sandwich,breakfast,0,0,0,1,0
3265,Chicken-and-Bean Slaw Wraps,breakfast,0,0,0,1,0
3266,"Mushroom, Leek, and Fontina Frittata",breakfast,0,0,0,1,0
3267,Turkey Turnovers,breakfast,0,0,0,1,0
